content_id,evaluator_id,criterion,score,reason
content_009,eval_12,conciseness,1,
content_009,eval_12,tone,1,
content_010,eval_01,accuracy,1,
content_010,eval_01,completeness,2,
content_010,eval_01,consistency,2,
content_010,eval_01,clarity,2,
content_010,eval_01,relevance,2,
content_010,eval_01,conciseness,2,
content_010,eval_01,tone,1,
content_010,eval_02,accuracy,2,
content_010,eval_02,completeness,2,
content_010,eval_02,consistency,2,
content_010,eval_02,clarity,2,
content_010,eval_02,relevance,2,
content_010,eval_02,conciseness,2,
content_010,eval_02,tone,2,
content_010,eval_03,accuracy,2,
content_010,eval_03,completeness,1,
content_010,eval_03,consistency,2,
content_010,eval_03,clarity,2,
content_010,eval_03,relevance,2,
content_010,eval_03,conciseness,2,
content_010,eval_03,tone,2,
content_010,eval_04,accuracy,2,
content_010,eval_04,completeness,2,
content_010,eval_04,consistency,2,
content_010,eval_04,clarity,0,문장이 모호함
content_010,eval_04,relevance,2,
content_010,eval_04,conciseness,2,
content_010,eval_04,tone,2,
content_010,eval_05,accuracy,2,
content_010,eval_05,completeness,2,
content_010,eval_05,consistency,2,
content_010,eval_05,clarity,2,
content_010,eval_05,relevance,2,
content_010,eval_05,conciseness,2,
content_010,eval_05,tone,2,
content_010,eval_06,accuracy,2,
content_010,eval_06,completeness,2,
content_010,eval_06,consistency,2,
content_010,eval_06,clarity,2,
content_010,eval_06,relevance,2,
content_010,eval_06,conciseness,2,
content_010,eval_06,tone,2,
content_010,eval_07,accuracy,2,
content_010,eval_07,completeness,2,
content_010,eval_07,consistency,2,
content_010,eval_07,clarity,2,
content_010,eval_07,relevance,2,
content_010,eval_07,conciseness,2,
content_010,eval_07,tone,2,
content_010,eval_08,accuracy,1,
content_010,eval_08,completeness,2,
content_010,eval_08,consistency,2,
content_010,eval_08,clarity,2,
content_010,eval_08,relevance,2,
content_010,eval_08,conciseness,2,
content_010,eval_08,tone,2,
content_010,eval_09,accuracy,2,
content_010,eval_09,completeness,2,
content_010,eval_09,consistency,2,
content_010,eval_09,clarity,2,
content_010,eval_09,relevance,2,
content_010,eval_09,conciseness,2,
content_010,eval_09,tone,2,
content_010,eval_10,accuracy,2,
content_010,eval_10,completeness,2,
content_010,eval_10,consistency,2,
content_010,eval_10,clarity,2,
content_010,eval_10,relevance,2,
content_010,eval_10,conciseness,2,
content_010,eval_10,tone,2,
content_010,eval_11,accuracy,1,
content_010,eval_11,completeness,2,
content_010,eval_11,consistency,2,
content_010,eval_11,clarity,2,
content_010,eval_11,relevance,2,
content_010,eval_11,conciseness,2,
content_010,eval_11,tone,2,
content_010,eval_12,accuracy,2,
content_010,eval_12,completeness,2,
content_010,eval_12,consistency,2,
content_010,eval_12,clarity,2,
content_010,eval_12,relevance,2,
content_010,eval_12,conciseness,2,
content_010,eval_12,tone,2,
content_011,eval_01,accuracy,2,
content_011,eval_01,completeness,2,
content_011,eval_01,consistency,0,앞뒤 내용이 모순됨
content_011,eval_01,clarity,1,
content_011,eval_01,relevance,2,
content_011,eval_01,conciseness,2,
content_011,eval_01,tone,2,
content_011,eval_02,accuracy,2,
content_011,eval_02,completeness,2,
content_011,eval_02,consistency,2,
content_011,eval_02,clarity,2,
content_011,eval_02,relevance,2,
content_011,eval_02,conciseness,0,간결하지 않음
content_011,eval_02,tone,0,너무 딱딱하거나 너무 친근함
content_011,eval_03,accuracy,2,
content_011,eval_03,completeness,2,
content_011,eval_03,consistency,1,
content_011,eval_03,clarity,2,
content_011,eval_03,relevance,2,
content_011,eval_03,conciseness,0,불필요하게 길고 반복적임
content_011,eval_03,tone,1,
content_011,eval_04,accuracy,2,
content_011,eval_04,completeness,2,
content_011,eval_04,consistency,0,논리적 흐름이 깨짐
content_011,eval_04,clarity,1,
content_011,eval_04,relevance,0,주제를 벗어난 내용
content_011,eval_04,conciseness,2,
content_011,eval_04,tone,0,너무 딱딱하거나 너무 친근함
content_011,eval_05,accuracy,0,사실과 다른 내용이 포함되어 있음
content_011,eval_05,completeness,2,
content_011,eval_05,consistency,0,용어 사용이 일관되지 않음
content_011,eval_05,clarity,0,의미가 불명확함
content_011,eval_05,relevance,2,
content_011,eval_05,conciseness,0,중복 표현이 많음
content_011,eval_05,tone,1,
content_011,eval_06,accuracy,2,
content_011,eval_06,completeness,2,
content_011,eval_06,consistency,1,
content_011,eval_06,clarity,1,
content_011,eval_06,relevance,2,
content_011,eval_06,conciseness,2,
content_011,eval_06,tone,1,
content_011,eval_07,accuracy,2,
content_011,eval_07,completeness,2,
content_011,eval_07,consistency,2,
content_011,eval_07,clarity,1,
content_011,eval_07,relevance,2,
content_011,eval_07,conciseness,1,
content_011,eval_07,tone,1,
content_011,eval_08,accuracy,1,
content_011,eval_08,completeness,1,
content_011,eval_08,consistency,2,
content_011,eval_08,clarity,1,
content_011,eval_08,relevance,2,
content_011,eval_08,conciseness,2,
content_011,eval_08,tone,0,너무 딱딱하거나 너무 친근함
content_011,eval_09,accuracy,1,
content_011,eval_09,completeness,0,중요한 항목이 빠져 있음
content_011,eval_09,consistency,0,앞뒤 내용이 모순됨
content_011,eval_09,clarity,2,
content_011,eval_09,relevance,1,
content_011,eval_09,conciseness,0,중복 표현이 많음
content_011,eval_09,tone,0,어조가 부적절함
content_011,eval_10,accuracy,2,
content_011,eval_10,completeness,1,
content_011,eval_10,consistency,2,
content_011,eval_10,clarity,1,
content_011,eval_10,relevance,1,
content_011,eval_10,conciseness,2,
content_011,eval_10,tone,0,어조가 부적절함
content_011,eval_11,accuracy,2,
content_011,eval_11,completeness,1,
content_011,eval_11,consistency,0,앞뒤 내용이 모순됨
content_011,eval_11,clarity,2,
content_011,eval_11,relevance,1,
content_011,eval_11,conciseness,2,
content_011,eval_11,tone,0,어조가 부적절함
content_011,eval_12,accuracy,0,수치 오류가 있음
content_011,eval_12,completeness,2,
content_011,eval_12,consistency,0,용어 사용이 일관되지 않음
content_011,eval_12,clarity,0,문장이 모호함
content_011,eval_12,relevance,0,불필요한 정보 포함
content_011,eval_12,conciseness,1,
content_011,eval_12,tone,0,어조가 부적절함
content_012,eval_01,accuracy,1,
content_012,eval_01,completeness,2,
content_012,eval_01,consistency,1,
content_012,eval_01,clarity,0,이해하기 어려운 표현 사용
content_012,eval_01,relevance,0,불필요한 정보 포함
content_012,eval_01,conciseness,0,간결하지 않음
content_012,eval_01,tone,1,
content_012,eval_02,accuracy,1,
content_012,eval_02,completeness,2,
content_012,eval_02,consistency,0,용어 사용이 일관되지 않음
content_012,eval_02,clarity,2,
content_012,eval_02,relevance,1,
content_012,eval_02,conciseness,0,간결하지 않음
content_012,eval_02,tone,2,
content_012,eval_03,accuracy,0,사실과 다른 내용이 포함되어 있음
content_012,eval_03,completeness,0,핵심 내용이 누락됨
content_012,eval_03,consistency,0,용어 사용이 일관되지 않음
content_012,eval_03,clarity,1,
content_012,eval_03,relevance,1,
content_012,eval_03,conciseness,2,
content_012,eval_03,tone,1,
content_012,eval_04,accuracy,1,
content_012,eval_04,completeness,0,불완전한 설명
content_012,eval_04,consistency,1,
content_012,eval_04,clarity,0,이해하기 어려운 표현 사용
content_012,eval_04,relevance,0,불필요한 정보 포함
content_012,eval_04,conciseness,1,
content_012,eval_04,tone,2,
content_012,eval_05,accuracy,2,
content_012,eval_05,completeness,0,중요한 항목이 빠져 있음
content_012,eval_05,consistency,2,
content_012,eval_05,clarity,1,
content_012,eval_05,relevance,2,
content_012,eval_05,conciseness,1,
content_012,eval_05,tone,2,
content_012,eval_06,accuracy,0,수치 오류가 있음
content_012,eval_06,completeness,1,
content_012,eval_06,consistency,1,
content_012,eval_06,clarity,0,문장이 모호함
content_012,eval_06,relevance,0,질문과 무관한 내용 포함
content_012,eval_06,conciseness,0,불필요하게 길고 반복적임
content_012,eval_06,tone,2,
content_012,eval_07,accuracy,1,
content_012,eval_07,completeness,0,핵심 내용이 누락됨
content_012,eval_07,consistency,1,
content_012,eval_07,clarity,1,
content_012,eval_07,relevance,0,질문과 무관한 내용 포함
content_012,eval_07,conciseness,1,
content_012,eval_07,tone,2,
content_012,eval_08,accuracy,2,
content_012,eval_08,completeness,1,
content_012,eval_08,consistency,2,
content_012,eval_08,clarity,0,문장이 모호함
content_012,eval_08,relevance,1,
content_012,eval_08,conciseness,1,
content_012,eval_08,tone,1,
content_012,eval_09,accuracy,0,잘못된 정보 포함
content_012,eval_09,completeness,1,
content_012,eval_09,consistency,2,
content_012,eval_09,clarity,1,
content_012,eval_09,relevance,1,
content_012,eval_09,conciseness,0,중복 표현이 많음
content_012,eval_09,tone,1,
content_012,eval_10,accuracy,2,
content_012,eval_10,completeness,2,
content_012,eval_10,consistency,2,
content_012,eval_10,clarity,2,
content_012,eval_10,relevance,1,
content_012,eval_10,conciseness,1,
content_012,eval_10,tone,0,상황에 맞지 않는 어조
content_012,eval_11,accuracy,2,
content_012,eval_11,completeness,0,핵심 내용이 누락됨
content_012,eval_11,consistency,0,용어 사용이 일관되지 않음
content_012,eval_11,clarity,2,
content_012,eval_11,relevance,1,
content_012,eval_11,conciseness,0,불필요하게 길고 반복적임
content_012,eval_11,tone,1,
content_012,eval_12,accuracy,1,
content_012,eval_12,completeness,0,불완전한 설명
content_012,eval_12,consistency,2,
content_012,eval_12,clarity,0,이해하기 어려운 표현 사용
content_012,eval_12,relevance,0,주제를 벗어난 내용
content_012,eval_12,conciseness,1,
content_012,eval_12,tone,0,너무 딱딱하거나 너무 친근함
content_013,eval_01,accuracy,2,
content_013,eval_01,completeness,2,
content_013,eval_01,consistency,1,
content_013,eval_01,clarity,1,
content_013,eval_01,relevance,1,
content_013,eval_01,conciseness,1,
content_013,eval_01,tone,1,
content_013,eval_02,accuracy,2,
content_013,eval_02,completeness,2,
content_013,eval_02,consistency,1,
content_013,eval_02,clarity,2,
content_013,eval_02,relevance,2,
content_013,eval_02,conciseness,2,
content_013,eval_02,tone,2,
content_013,eval_03,accuracy,0,수치 오류가 있음
content_013,eval_03,completeness,0,불완전한 설명
content_013,eval_03,consistency,2,
content_013,eval_03,clarity,1,
content_013,eval_03,relevance,2,
content_013,eval_03,conciseness,0,중복 표현이 많음
content_013,eval_03,tone,2,
content_013,eval_04,accuracy,0,사실과 다른 내용이 포함되어 있음
content_013,eval_04,completeness,1,
content_013,eval_04,consistency,0,앞뒤 내용이 모순됨
content_013,eval_04,clarity,2,
content_013,eval_04,relevance,1,
content_013,eval_04,conciseness,0,중복 표현이 많음
content_013,eval_04,tone,2,
content_013,eval_05,accuracy,1,
content_013,eval_05,completeness,1,
content_013,eval_05,consistency,2,
content_013,eval_05,clarity,1,
content_013,eval_05,relevance,2,
content_013,eval_05,conciseness,2,
content_013,eval_05,tone,0,상황에 맞지 않는 어조
content_013,eval_06,accuracy,0,사실과 다른 내용이 포함되어 있음
content_013,eval_06,completeness,1,
content_013,eval_06,consistency,0,용어 사용이 일관되지 않음
content_013,eval_06,clarity,1,
content_013,eval_06,relevance,1,
content_013,eval_06,conciseness,2,
content_013,eval_06,tone,1,
content_013,eval_07,accuracy,0,사실과 다른 내용이 포함되어 있음
content_013,eval_07,completeness,2,
content_013,eval_07,consistency,0,논리적 흐름이 깨짐
content_013,eval_07,clarity,1,
content_013,eval_07,relevance,2,
content_013,eval_07,conciseness,1,
content_013,eval_07,tone,1,
content_013,eval_08,accuracy,0,수치 오류가 있음
content_013,eval_08,completeness,1,
content_013,eval_08,consistency,1,
content_013,eval_08,clarity,1,
content_013,eval_08,relevance,1,
content_013,eval_08,conciseness,1,
content_013,eval_08,tone,1,
content_013,eval_09,accuracy,1,
content_013,eval_09,completeness,1,
content_013,eval_09,consistency,0,논리적 흐름이 깨짐
content_013,eval_09,clarity,1,
content_013,eval_09,relevance,2,
content_013,eval_09,conciseness,1,
content_013,eval_09,tone,2,
content_013,eval_10,accuracy,2,
content_013,eval_10,completeness,0,핵심 내용이 누락됨
content_013,eval_10,consistency,0,앞뒤 내용이 모순됨
content_013,eval_10,clarity,1,
content_013,eval_10,relevance,1,
content_013,eval_10,conciseness,2,
content_013,eval_10,tone,0,상황에 맞지 않는 어조
content_013,eval_11,accuracy,1,
content_013,eval_11,completeness,2,
content_013,eval_11,consistency,2,
content_013,eval_11,clarity,1,
content_013,eval_11,relevance,2,
content_013,eval_11,conciseness,1,
content_013,eval_11,tone,1,
content_013,eval_12,accuracy,1,
content_013,eval_12,completeness,2,
content_013,eval_12,consistency,1,
content_013,eval_12,clarity,0,의미가 불명확함
content_013,eval_12,relevance,1,
content_013,eval_12,conciseness,1,
content_013,eval_12,tone,2,
content_014,eval_01,accuracy,2,
content_014,eval_01,completeness,2,
content_014,eval_01,consistency,0,용어 사용이 일관되지 않음
content_014,eval_01,clarity,2,
content_014,eval_01,relevance,1,
content_014,eval_01,conciseness,2,
content_014,eval_01,tone,0,어조가 부적절함
content_014,eval_02,accuracy,2,
content_014,eval_02,completeness,2,
content_014,eval_02,consistency,1,
content_014,eval_02,clarity,2,
content_014,eval_02,relevance,2,
content_014,eval_02,conciseness,2,
content_014,eval_02,tone,1,
content_014,eval_03,accuracy,2,
content_014,eval_03,completeness,2,
content_014,eval_03,consistency,0,용어 사용이 일관되지 않음
content_014,eval_03,clarity,1,
content_014,eval_03,relevance,2,
content_014,eval_03,conciseness,1,
content_014,eval_03,tone,2,
content_014,eval_04,accuracy,2,
content_014,eval_04,completeness,2,
content_014,eval_04,consistency,0,논리적 흐름이 깨짐
content_014,eval_04,clarity,1,
content_014,eval_04,relevance,1,
content_014,eval_04,conciseness,1,
content_014,eval_04,tone,1,
content_014,eval_05,accuracy,1,
content_014,eval_05,completeness,1,
content_014,eval_05,consistency,1,
content_014,eval_05,clarity,1,
content_014,eval_05,relevance,1,
content_014,eval_05,conciseness,1,
content_014,eval_05,tone,1,
content_014,eval_06,accuracy,2,
content_014,eval_06,completeness,2,
content_014,eval_06,consistency,0,앞뒤 내용이 모순됨
content_014,eval_06,clarity,1,
content_014,eval_06,relevance,1,
content_014,eval_06,conciseness,1,
content_014,eval_06,tone,2,
content_014,eval_07,accuracy,2,
content_014,eval_07,completeness,2,
content_014,eval_07,consistency,0,앞뒤 내용이 모순됨
content_014,eval_07,clarity,1,
content_014,eval_07,relevance,0,주제를 벗어난 내용
content_014,eval_07,conciseness,1,
content_014,eval_07,tone,1,
content_014,eval_08,accuracy,2,
content_014,eval_08,completeness,0,불완전한 설명
content_014,eval_08,consistency,2,
content_014,eval_08,clarity,1,
content_014,eval_08,relevance,1,
content_014,eval_08,conciseness,2,
content_014,eval_08,tone,2,
content_014,eval_09,accuracy,2,
content_014,eval_09,completeness,2,
content_014,eval_09,consistency,2,
content_014,eval_09,clarity,2,
content_014,eval_09,relevance,1,
content_014,eval_09,conciseness,2,
content_014,eval_09,tone,1,
content_014,eval_10,accuracy,1,
content_014,eval_10,completeness,1,
content_014,eval_10,consistency,0,앞뒤 내용이 모순됨
content_014,eval_10,clarity,1,
content_014,eval_10,relevance,2,
content_014,eval_10,conciseness,1,
content_014,eval_10,tone,2,
content_014,eval_11,accuracy,0,수치 오류가 있음
content_014,eval_11,completeness,2,
content_014,eval_11,consistency,0,논리적 흐름이 깨짐
content_014,eval_11,clarity,2,
content_014,eval_11,relevance,2,
content_014,eval_11,conciseness,0,중복 표현이 많음
content_014,eval_11,tone,2,
content_014,eval_12,accuracy,1,
content_014,eval_12,completeness,1,
content_014,eval_12,consistency,0,앞뒤 내용이 모순됨
content_014,eval_12,clarity,2,
content_014,eval_12,relevance,2,
content_014,eval_12,conciseness,2,
content_014,eval_12,tone,0,너무 딱딱하거나 너무 친근함
content_015,eval_01,accuracy,0,수치 오류가 있음
content_015,eval_01,completeness,2,
content_015,eval_01,consistency,0,용어 사용이 일관되지 않음
content_015,eval_01,clarity,2,
content_015,eval_01,relevance,2,
content_015,eval_01,conciseness,2,
content_015,eval_01,tone,0,어조가 부적절함
content_015,eval_02,accuracy,2,
content_015,eval_02,completeness,2,
content_015,eval_02,consistency,1,
content_015,eval_02,clarity,2,
content_015,eval_02,relevance,2,
content_015,eval_02,conciseness,2,
content_015,eval_02,tone,2,
content_015,eval_03,accuracy,1,
content_015,eval_03,completeness,1,
content_015,eval_03,consistency,1,
content_015,eval_03,clarity,1,
content_015,eval_03,relevance,2,
content_015,eval_03,conciseness,2,
content_015,eval_03,tone,2,
content_015,eval_04,accuracy,0,수치 오류가 있음
content_015,eval_04,completeness,0,중요한 항목이 빠져 있음
content_015,eval_04,consistency,2,
content_015,eval_04,clarity,1,
content_015,eval_04,relevance,0,불필요한 정보 포함
content_015,eval_04,conciseness,2,
content_015,eval_04,tone,0,어조가 부적절함
content_015,eval_05,accuracy,1,
content_015,eval_05,completeness,2,
content_015,eval_05,consistency,0,용어 사용이 일관되지 않음
content_015,eval_05,clarity,0,의미가 불명확함
content_015,eval_05,relevance,2,
content_015,eval_05,conciseness,2,
content_015,eval_05,tone,2,
content_015,eval_06,accuracy,1,
content_015,eval_06,completeness,1,
content_015,eval_06,consistency,1,
content_015,eval_06,clarity,1,
content_015,eval_06,relevance,0,질문과 무관한 내용 포함
content_015,eval_06,conciseness,0,불필요하게 길고 반복적임
content_015,eval_06,tone,2,
content_015,eval_07,accuracy,2,
content_015,eval_07,completeness,2,
content_015,eval_07,consistency,0,용어 사용이 일관되지 않음
content_015,eval_07,clarity,2,
content_015,eval_07,relevance,1,
content_015,eval_07,conciseness,2,
content_015,eval_07,tone,2,
content_015,eval_08,accuracy,1,
content_015,eval_08,completeness,2,
content_015,eval_08,consistency,2,
content_015,eval_08,clarity,0,의미가 불명확함
content_015,eval_08,relevance,2,
content_015,eval_08,conciseness,1,
content_015,eval_08,tone,2,
content_015,eval_09,accuracy,1,
content_015,eval_09,completeness,0,중요한 항목이 빠져 있음
content_015,eval_09,consistency,0,앞뒤 내용이 모순됨
content_015,eval_09,clarity,0,문장이 모호함
content_015,eval_09,relevance,2,
content_015,eval_09,conciseness,2,
content_015,eval_09,tone,0,너무 딱딱하거나 너무 친근함
content_015,eval_10,accuracy,1,
content_015,eval_10,completeness,0,불완전한 설명
content_015,eval_10,consistency,1,
content_015,eval_10,clarity,2,
content_015,eval_10,relevance,1,
content_015,eval_10,conciseness,0,중복 표현이 많음
content_015,eval_10,tone,0,너무 딱딱하거나 너무 친근함
content_015,eval_11,accuracy,0,잘못된 정보 포함
content_015,eval_11,completeness,0,중요한 항목이 빠져 있음
content_015,eval_11,consistency,0,논리적 흐름이 깨짐
content_015,eval_11,clarity,1,
content_015,eval_11,relevance,2,
content_015,eval_11,conciseness,1,
content_015,eval_11,tone,0,너무 딱딱하거나 너무 친근함
content_015,eval_12,accuracy,0,수치 오류가 있음
content_015,eval_12,completeness,2,
content_015,eval_12,consistency,0,앞뒤 내용이 모순됨
content_015,eval_12,clarity,1,
content_015,eval_12,relevance,0,질문과 무관한 내용 포함
content_015,eval_12,conciseness,1,
content_015,eval_12,tone,1,
content_016,eval_01,accuracy,2,
content_016,eval_01,completeness,2,
content_016,eval_01,consistency,1,
content_016,eval_01,clarity,0,이해하기 어려운 표현 사용
content_016,eval_01,relevance,2,
content_016,eval_01,conciseness,2,
content_016,eval_01,tone,2,
content_016,eval_02,accuracy,2,
content_016,eval_02,completeness,2,
content_016,eval_02,consistency,1,
content_016,eval_02,clarity,1,
content_016,eval_02,relevance,1,
content_016,eval_02,conciseness,2,
content_016,eval_02,tone,2,
content_016,eval_03,accuracy,0,사실과 다른 내용이 포함되어 있음
content_016,eval_03,completeness,0,핵심 내용이 누락됨
content_016,eval_03,consistency,2,
content_016,eval_03,clarity,1,
content_016,eval_03,relevance,1,
content_016,eval_03,conciseness,1,
content_016,eval_03,tone,2,
content_016,eval_04,accuracy,1,
content_016,eval_04,completeness,0,불완전한 설명
content_016,eval_04,consistency,0,용어 사용이 일관되지 않음
content_016,eval_04,clarity,2,
content_016,eval_04,relevance,0,불필요한 정보 포함
content_016,eval_04,conciseness,1,
content_016,eval_04,tone,0,너무 딱딱하거나 너무 친근함
content_016,eval_05,accuracy,1,
content_016,eval_05,completeness,1,
content_016,eval_05,consistency,1,
content_016,eval_05,clarity,2,
content_016,eval_05,relevance,1,
content_016,eval_05,conciseness,1,
content_016,eval_05,tone,2,
content_016,eval_06,accuracy,1,
content_016,eval_06,completeness,2,
content_016,eval_06,consistency,0,앞뒤 내용이 모순됨
content_016,eval_06,clarity,2,
content_016,eval_06,relevance,0,불필요한 정보 포함
content_016,eval_06,conciseness,2,
content_016,eval_06,tone,0,너무 딱딱하거나 너무 친근함
content_016,eval_07,accuracy,1,
content_016,eval_07,completeness,0,불완전한 설명
content_016,eval_07,consistency,0,용어 사용이 일관되지 않음
content_016,eval_07,clarity,2,
content_016,eval_07,relevance,1,
content_016,eval_07,conciseness,2,
content_016,eval_07,tone,1,
content_016,eval_08,accuracy,0,수치 오류가 있음
content_016,eval_08,completeness,2,
content_016,eval_08,consistency,1,
content_016,eval_08,clarity,2,
content_016,eval_08,relevance,2,
content_016,eval_08,conciseness,0,간결하지 않음
content_016,eval_08,tone,1,
content_016,eval_09,accuracy,1,
content_016,eval_09,completeness,2,
content_016,eval_09,consistency,2,
content_016,eval_09,clarity,2,
content_016,eval_09,relevance,0,불필요한 정보 포함
content_016,eval_09,conciseness,2,
content_016,eval_09,tone,1,
content_016,eval_10,accuracy,0,사실과 다른 내용이 포함되어 있음
content_016,eval_10,completeness,2,
content_016,eval_10,consistency,1,
content_016,eval_10,clarity,1,
content_016,eval_10,relevance,1,
content_016,eval_10,conciseness,2,
content_016,eval_10,tone,2,
content_016,eval_11,accuracy,2,
content_016,eval_11,completeness,1,
content_016,eval_11,consistency,2,
content_016,eval_11,clarity,1,
content_016,eval_11,relevance,1,
content_016,eval_11,conciseness,1,
content_016,eval_11,tone,1,
content_016,eval_12,accuracy,0,사실과 다른 내용이 포함되어 있음
content_016,eval_12,completeness,0,핵심 내용이 누락됨
content_016,eval_12,consistency,1,
content_016,eval_12,clarity,1,
content_016,eval_12,relevance,1,
content_016,eval_12,conciseness,0,중복 표현이 많음
content_016,eval_12,tone,2,
content_017,eval_01,accuracy,1,
content_017,eval_01,completeness,2,
content_017,eval_01,consistency,2,
content_017,eval_01,clarity,2,
content_017,eval_01,relevance,1,
content_017,eval_01,conciseness,1,
content_017,eval_01,tone,0,어조가 부적절함
content_017,eval_02,accuracy,2,
content_017,eval_02,completeness,2,
content_017,eval_02,consistency,0,논리적 흐름이 깨짐
content_017,eval_02,clarity,2,
content_017,eval_02,relevance,2,
content_017,eval_02,conciseness,2,
content_017,eval_02,tone,2,
content_017,eval_03,accuracy,1,
content_017,eval_03,completeness,1,
content_017,eval_03,consistency,0,앞뒤 내용이 모순됨
content_017,eval_03,clarity,2,
content_017,eval_03,relevance,2,
content_017,eval_03,conciseness,2,
content_017,eval_03,tone,2,
content_017,eval_04,accuracy,1,
content_017,eval_04,completeness,0,핵심 내용이 누락됨
content_017,eval_04,consistency,2,
content_017,eval_04,clarity,1,
content_017,eval_04,relevance,1,
content_017,eval_04,conciseness,1,
content_017,eval_04,tone,1,
content_017,eval_05,accuracy,1,
content_017,eval_05,completeness,2,
content_017,eval_05,consistency,0,앞뒤 내용이 모순됨
content_017,eval_05,clarity,0,문장이 모호함
content_017,eval_05,relevance,2,
content_017,eval_05,conciseness,2,
content_017,eval_05,tone,1,
content_017,eval_06,accuracy,2,
content_017,eval_06,completeness,2,
content_017,eval_06,consistency,0,용어 사용이 일관되지 않음
content_017,eval_06,clarity,2,
content_017,eval_06,relevance,1,
content_017,eval_06,conciseness,2,
content_017,eval_06,tone,1,
content_017,eval_07,accuracy,2,
content_017,eval_07,completeness,2,
content_017,eval_07,consistency,1,
content_017,eval_07,clarity,1,
content_017,eval_07,relevance,2,
content_017,eval_07,conciseness,1,
content_017,eval_07,tone,2,
content_017,eval_08,accuracy,0,사실과 다른 내용이 포함되어 있음
content_017,eval_08,completeness,1,
content_017,eval_08,consistency,0,앞뒤 내용이 모순됨
content_017,eval_08,clarity,1,
content_017,eval_08,relevance,2,
content_017,eval_08,conciseness,1,
content_017,eval_08,tone,2,
content_017,eval_09,accuracy,2,
content_017,eval_09,completeness,2,
content_017,eval_09,consistency,0,논리적 흐름이 깨짐
content_017,eval_09,clarity,2,
content_017,eval_09,relevance,1,
content_017,eval_09,conciseness,2,
content_017,eval_09,tone,1,
content_017,eval_10,accuracy,0,잘못된 정보 포함
content_017,eval_10,completeness,1,
content_017,eval_10,consistency,2,
content_017,eval_10,clarity,1,
content_017,eval_10,relevance,2,
content_017,eval_10,conciseness,2,
content_017,eval_10,tone,1,
content_017,eval_11,accuracy,2,
content_017,eval_11,completeness,1,
content_017,eval_11,consistency,2,
content_017,eval_11,clarity,0,의미가 불명확함
content_017,eval_11,relevance,2,
content_017,eval_11,conciseness,2,
content_017,eval_11,tone,0,어조가 부적절함
content_017,eval_12,accuracy,2,
content_017,eval_12,completeness,1,
content_017,eval_12,consistency,1,
content_017,eval_12,clarity,1,
content_017,eval_12,relevance,1,
content_017,eval_12,conciseness,0,중복 표현이 많음
content_017,eval_12,tone,1,
content_018,eval_01,accuracy,2,
content_018,eval_01,completeness,2,
content_018,eval_01,consistency,0,앞뒤 내용이 모순됨
content_018,eval_01,clarity,2,
content_018,eval_01,relevance,1,
content_018,eval_01,conciseness,2,
content_018,eval_01,tone,1,
content_018,eval_02,accuracy,2,
content_018,eval_02,completeness,1,
content_018,eval_02,consistency,2,
content_018,eval_02,clarity,2,
content_018,eval_02,relevance,2,
content_018,eval_02,conciseness,2,
content_018,eval_02,tone,1,
content_018,eval_03,accuracy,2,
content_018,eval_03,completeness,1,
content_018,eval_03,consistency,0,앞뒤 내용이 모순됨
content_018,eval_03,clarity,1,
content_018,eval_03,relevance,1,
content_018,eval_03,conciseness,1,
content_018,eval_03,tone,0,너무 딱딱하거나 너무 친근함
content_018,eval_04,accuracy,2,
content_018,eval_04,completeness,2,
content_018,eval_04,consistency,1,
content_018,eval_04,clarity,2,
content_018,eval_04,relevance,2,
content_018,eval_04,conciseness,2,
content_018,eval_04,tone,2,
content_018,eval_05,accuracy,2,
content_018,eval_05,completeness,1,
content_018,eval_05,consistency,0,논리적 흐름이 깨짐
content_018,eval_05,clarity,1,
content_018,eval_05,relevance,2,
content_018,eval_05,conciseness,1,
content_018,eval_05,tone,0,너무 딱딱하거나 너무 친근함
content_018,eval_06,accuracy,1,
content_018,eval_06,completeness,2,
content_018,eval_06,consistency,0,용어 사용이 일관되지 않음
content_018,eval_06,clarity,0,문장이 모호함
content_018,eval_06,relevance,1,
content_018,eval_06,conciseness,2,
content_018,eval_06,tone,1,
content_018,eval_07,accuracy,1,
content_018,eval_07,completeness,1,
content_018,eval_07,consistency,2,
content_018,eval_07,clarity,1,
content_018,eval_07,relevance,2,
content_018,eval_07,conciseness,2,
content_018,eval_07,tone,2,
content_018,eval_08,accuracy,1,
content_018,eval_08,completeness,1,
content_018,eval_08,consistency,1,
content_018,eval_08,clarity,1,
content_018,eval_08,relevance,1,
content_018,eval_08,conciseness,0,간결하지 않음
content_018,eval_08,tone,1,
content_018,eval_09,accuracy,1,
content_018,eval_09,completeness,2,
content_018,eval_09,consistency,1,
content_018,eval_09,clarity,2,
content_018,eval_09,relevance,0,질문과 무관한 내용 포함
content_018,eval_09,conciseness,1,
content_018,eval_09,tone,2,
content_018,eval_10,accuracy,1,
content_018,eval_10,completeness,2,
content_018,eval_10,consistency,2,
content_018,eval_10,clarity,1,
content_018,eval_10,relevance,1,
content_018,eval_10,conciseness,1,
content_018,eval_10,tone,0,어조가 부적절함
content_018,eval_11,accuracy,1,
content_018,eval_11,completeness,2,
content_018,eval_11,consistency,1,
content_018,eval_11,clarity,0,이해하기 어려운 표현 사용
content_018,eval_11,relevance,0,불필요한 정보 포함
